itemID,itemKey,publisher
1444,3I8CH86Y,"Toyko ; New York : Kodansha, 1996."
1445,2U2UKJRY,"New York : W. W. Norton & Company, [2013]"
1447,UD2SZBVN,"Scripps College Press"
1448,4WX45X7X,"Scripps College Press"
1452,Z4AU6K88,"Marginalia Press"
1458,KJJ8CGMF,"International Print Center New York"
1461,TNC4NYTW,"the artist"
1462,JJE6LYBW,[Periferika]
1463,YDSDJ9CI,"Flor de perro"
1464,2HE3RAWQ,Malviviente
1465,5I6VIAD9,floresrosx
1466,A9R9C9AA,"La Cigarra Cuentacuentos"
1467,RFPMBFGI,"[Carla E. Palacios]"
1468,498CZPNG,"Dosis Mínima"
1469,GKFEKK6K,@ohdiosperro
1470,DX3M8L2B,"University of Louisville"
1471,PYVYVF88,"Girls* to the Front"
1472,TSCU443I,"Girls* to the Front"
1473,DSDGBN8C,"Girls* to the Front"
1474,KR2GQZZQ,"Fer Galicia P."
1475,UB4R6CIH,"Gabriela Iregui Delgado"
1476,RGD33EEX,"Fernanda Galicia"
1477,4DUPZPEQ,"Silvestre J. Arguelles: La Sabrosura"
1478,RQQITPKV,"Carlos Palacios Morales"
1479,4Q343WHU,"Malviviente y Limonada Eléctrica"
1480,9J2VXYFQ,"Fer Galicia P."
1481,ELXA26ZW,"Fer Galicia P."
1482,L5CT4P79,"Fer Galicia P."
1483,7GAX9VZB,"Fernanda Galicia"
1484,KKAM92YD,"Fer Galicia P."
1485,ZEFKCZ6T,"Dósis Mínima"
1486,ZT48PPZ2,"Ediciones Arte Dos Gráfico"
1487,QGGDKXSZ,"[Ediciones Réplica]"
1488,9FG9GK56,"Radix Media"
1489,E9GVKTKV,"Cassidy Kulhanek"
1491,GKFQGI2H,[n.p.]
1492,JQ6P3IUN,"Silver Sprocket"
1493,YC8WAA7S,"Julia Arredondo"
1494,5QK2VURG,"[Irrelevant Press]"
1495,54G73KPW,"[Publisher not identified]"
1496,XBMQTC2J,"Arina Boyko"
1497,VZFJ92JB,Periferica
1498,YWATS3FY,"[Sofia Szamosi]"
1499,LPRPE9SF,"[Leda Zawacki]"
1500,5G6WAUK5,[FORCE]
1501,LNSUSQ9K,"Naranja Publicaciones"
1502,7AB3HMG7,"[Ivana Manrique]"
1503,XPLXZZTP,@limonada.electrica
1504,TH84ADSH,"NNGN, Ninguna Cosa"
1505,LRYVFBSH,"Cuerpa Lab"
1506,YLJLF2D6,"Ojo Tres"
1507,63X2YD9R,"Edición Independiente"
1508,8CJBTVZP,"Cuerpa Lab"
1509,PA77E65V,@pantaloncillosdehombre
1510,2KXAG9JH,Gerrysnk
1511,HQFCB3C8,"[Publisher not identified]"
1512,SIBBPKMP,"Land Marks Press"
1513,EEDGM836,"Beau Geste Press"
1514,DHYF2I7B,GenderFail
1515,J7MTRLGR,exp/press
1516,QIGK743D,"[Impronta Casa Editora]"
1517,7KR7IIRE,"Cooperativa Autónoma de Transporte : Venduval : Las 400 Voces : Lavanda Descontrolada : Xochimilcas Disidentes : Chapata Vive Café"
1519,5DMLQXLD,"Publisher not identified"
1520,5LYF5NB3,"Fernanda Galicia"
1521,N6PW5MLA,"Noah Rueda Garnica"
1522,ET4LGCXT,"Fer Galicia P."
1523,D8E6NNVG,"Valeria Cárdenas Monzón"
1524,ER4SSMD7,"La Silueta Ediciones Ltda"
1525,RKL992ZG,"Naranja Publicaciones"
1526,FM2TYBLE,"Juan Diego"
1527,QEN9KDJ9,"Editorial Fruto de Dragón"
1528,A2A3KSUQ,"Charco Editora Artesanal"
1529,QZADFALN,"John Felix Arnold"
1530,5AM9QKMR,"Charco Editora Artesanal"
1531,5TH6NP9Q,Nit
1532,JMRD3JRN,"[Amadeo Gonzales]"
1533,4SB63MCH,"Charco Editora Artesanal"
1534,SWAXFK9U,"Renso Gonzales"
1535,9NZYEL26,"Funky Monky Comics"
1536,Y3YXLFEM,"Charco Editora Artesanal"
1537,SIM5VX6H,"Dábale Arroz"
1538,QL5XUE9J,"Charco Editora Artesanal"
1539,E5SCHRXG,"Viñetas con Altura"
1540,NJ9BQ4YQ,"Las fieras"
1541,EMK4PY8L,LaLuchaEsMucha
1543,7UUDPUCN,"New York : Printed Matter, Inc., 2019"
1545,H4UKFQEN,"Tercera Persona"
1546,8TW2FKB8,Tilazine
1548,M45ZAUPH,1508estudio
1549,C7PUQGSD,"Dábale arroz"
1550,KAEIEGS2,"Ediciones La Mariposa y la Iguana"
1551,PML7IHI9,"Dábale arroz"
1552,U2WXACHL,"Ediciones La Mariposa y la Iguana"
1553,8B9ELG8Y,"Ediciones La Mariposa y la Iguana"
1554,AB6W4QZ6,"Ediciones La Mariposa y la Iguana"
1555,SIXU4BXY,"Ediciones La Mariposa y la Iguana"
1556,IKKTHDBG,"Wendy's Subway"
1557,6WVPBSU4,"Alacraña: Libros de Mano"
1558,KNI7CN3M,"Petra Ediciones ; Impronta Casa Editora"
1559,Q2M72SER,"Mabel Editorial"
1560,U4ATZ3E9,"El ojo que todo lo ve ediciones"
1561,4YPQWS23,Truchafrita
1562,2FCWWRUR,"Paul Soulellis"
1563,PUJDFFEJ,"Karen Hanmer"
1564,93YZ6YWY,"EIC Press"
1565,SYX7T4RL,"[publisher not identified]"
1566,MWWMFA8J,Mack
1567,3K2PNSVH,"Deriva Editorial"
1568,PU47HF3A,[Lejana]
1569,XC3CIP68,"Punc Ediciones"
1570,VFQ9HR3J,"Mabel Editorial"
1571,39VB26Z9,"Buen Gusto Ediciones: Prendefuego Colectivo Editorial"
1572,9K5LSK5M,Kaoskidz
1573,7Z9CI4U6,"señor Perito"
1574,CGQY7KJV,Wai
1575,Y5RUXGXN,"[Ashley Minner]"
1576,6PD2C5CE,"Visual Editions"
1577,C3VJTZ9U,"Deriva Ediciones"
1578,V37VTIE9,"[Publisher not identified]"
1579,IS56BZXJ,"Ediciones PUNC"
1580,PP3PC59P,"Lima Enferma: Gonzalo Maiz"
1581,82PZMNJB,"Catalina Schliebener y Jorge Opazo"
1582,JAXS6K29,"Deriva Editorial"
1583,83CLWEPN,[Gelatina]
1584,P973GFYV,Perverso
1585,TS2SERG4,"Editorial Paradojas"
1586,8TW8CEEP,[Maelitha]
1587,AWPEQGLR,"Mabel Editorial"
1588,F6BVGV6Z,"Mabel Editorial"
1589,5RYCWC98,[Maelitha]
1590,4NNL8M92,"AEANFDC, Ambiente Elemento da Arte Nacional a Favor da Descolonização Cultural"
1591,MYDQG9IF,[Maelitha]
1592,BBWNC638,"[Argentina] : [Maelitha], [201-?]"
1593,87T6GKPJ,[Maelitha]
1594,NLKSCJ33,[Maelitha]
1595,RK6FHBER,"[Burlesque Editorial]"
1596,NGXBJITN,"Maten Al Mensajero"
1597,MWDNDGXZ,"Estudio Matraca"
1598,KUW5TNAW,"Alfonso Bató"
1599,NSWWA362,"[El Waibe]"
1600,KST9CQYR,"Daniela Ruggeri"
1601,UD9DURMK,"[Juan Turdera Bandín]"
1602,3FC7LRKS,"[Maite Diorio?]"
1603,B4MRJUTU,"Childish Books"
1604,THHZMZPJ,Wai
1605,7PUXVGY7,"Paula Montenegro"
1606,DXMI2JI4,"Gran Negro Ediciones"
1607,FE8V6NNP,"[Szama Ediciones]"
1608,RERW5U8L,"Ediciones de Cero"
1609,CD4HLTV3,"[Muriel Frega]"
1610,E3RCYVMF,"Malu Duque"
1611,E839YS99,"Ediciones La Nañita"
1612,E4P38JFV,Conylu
1613,AZETVND5,"Stowarzyszenie Nowa Kultura i Edukacja: Wydawnictwo Taurus Edukacja i Kultura"
1614,83WMAXGS,"Panxa Comix"
1615,Y2YEQ9ZV,"Q Editora"
1616,7NNFWE7D,"Chronicle Books"
1617,IQSS9I8E,Yaarbal
1618,M69CN3AD,"TBW Books"
1619,B2PK8YT3,"Nicolás Mealla"
1620,RM4JB69E,Azetaguia
1621,HAWASUEN,"Musaraña Editora"
1622,JH9IUNFK,"Fuerza y Posibilidad Ediciones"
1623,CTVPXEHP,"Asunción Casa Editora"
1624,KPQ2IVYU,"[Argentina] : CorazonCartonero Editora, [20--?]"
1625,GCL4AQIG,Quimera
1626,B3YPSB6Y,"Horrible Ediciones"
1627,CMAYL3RH,"[Amadeo Gonzales]"
1628,MXXWPRTK,"Luz Ferrari"
1629,WLPKDWH8,Azeteguia
1630,9WBEILJA,Azetaguia
1631,WZZDW3EW,"Quarto Mundo"
1632,VFKZPSUD,"Revista Fierro"
1633,84EC8TAU,"Polvoh Press"
1634,PA78IDAX,"Jardín Publicaciones"
1635,W896GZKF,Concordia
1636,AXUPYN56,"Casa Los Fuegos"
1637,NF3GPDZL,Marginalia
1638,SKM8IBZ4,"Papeles de Oaxaca"
1639,WKCPY4FE,"[Jazmin Badia]"
1640,URU2VBJN,"Jardín Publicaciones"
1641,L6Y3S9G7,"Alexis Kawabonga"
1642,BXRQZEYR,"Impronta Casa Editora"
1643,9Y7X9UFK,Hacha
1644,JCF85WQL,"Alexis Kawabonga"
1645,NLQ5JKGN,"[Gabrielle Nicolás Peor]"
1646,XS37TN79,areyouacop-orwhat.tumblr.com
1647,TRE4QBGI,"Jackalope Salvaje"
1648,Y7UCRSNR,"Escoria Ediciones"
1649,P5NP7F3J,"[Martín Lietti]"
1650,XI7FLKIJ,"Taller de fanzines del Cerrado Mar del Plata"
1651,9KIKBQ9K,"e(m)r; Editorial Municipal de Rosario"
1652,I4MMTXUY,"Tormenta Ediciones: Taller Colmillo: Alcaldía Mayor de Bogotá"
1653,UQ5LTDEB,"Eighteen eighty-two"
1654,8U7TEEDM,goodfornow
1655,5HXY355I,"Bored Wolves"
1656,VDFBKDC3,"[publisher not identified]"
1657,9AZBGEYV,Nancydraws.com
1658,BT5LYFL9,"[publisher not identified]"
1659,IIKCQVDJ,"Interference Archive"
1660,K2UYAJ6M,"ist publishing"
1661,FP23DVI4,"Common Threads Press"
1662,9KP9GV46,"[publisher not identified]"
1663,IYZ4WYV8,"Luddcore Books & Distro : More Bikes/Busses than Automobiles Distro"
1664,SJRI4NQM,"Big Sur Books"
1665,2EGL72D5,NCPieceCorps
1666,IVPPRC72,"Rosendale, New York : Women's Studio Workshop, 2019."
1667,3V4HPMMY,"La Dïéresis"
1668,97Y7B445,"Industries perdues, Oboro"
1669,445E7R2S,"[Dudweiler Germany] : Edition AQ [c1974]"
1670,E8T42V3M,"Anton Wurth"
1671,HSARN4IK,"Tokyo Japan : Yobisha 1986."
1672,PFGYN4X3,"Purchase N.Y. : Center for Editions Visual Arts Division S.U.N.Y. Purchase c1994 (Philadelphia Pa. : L. Spencer)"
1673,ICPLBUZK,"Ear/Say ; Visual Studies Workshop"
1674,TWHZX2WG,"San Francisco Nova Broadcast Press 1969."
1675,823UNGVY,JRP/Ringier
1676,AYH9DWH9,"Christine Kermaire"
1677,X25CCH5E,"Chicago : WhiteWalls c1999."
1678,V3REDWWU,Redfoxpress
1679,I2AT8K97,"Visual Studies Workshop"
1680,M9FJ74GR,"Octopus Foundation"
1681,EB74YCKC,"[publisher not identified]"
1683,7PMMPEZV,"Visual Studies Workshop"
1684,F4M8AP9I,"Visual Studies Workshop"
1685,W8V4NJ8C,"Halifax Nova Scotia : Press of the Nova Scotia College of Art and Design c1980."
1686,WXXJWE34,"Alberta Press"
1687,8NZME56K,"[s.l.]: [s.n.] [199-]?"
1688,MVZD8U64,"[S.l.] : B. Walters c1981 (Philadelphia Pa. : From HS Press c/o Harry William Saffren)"
1689,S3TAAVLZ,"The Collegium"
1690,X2M5VLEK,"The Ice Plant"
1691,2NXCKMRD,"Atlanta Ga.: Nexus Press 1995"
1692,RDE5YR4E,"N.Y. [New York N.Y.] : Multiples Inc. 1970."
1693,AI5QPPZB,"Edition Howeg"
1694,CIKT4ZI7,Seimannsverlag
1695,25PBLN6V,"Visual Studies Workshop"
1696,ZY6FLVMN,"Visual Studies Workshop"
1697,QJ3KUQRH,"Rivolta Femminile"
1698,ZSAGYRZ2,"La Sofía Cartonera"
1699,L3YLQ6BE,"La Ratona Cartonera"
1700,CV5BYXYL,"Rio T., Lightriot.com"
1701,YXCPXT24,"Atlanta Ga. : Nexus Press 1993."
1702,QD2LPHHS,"[S.l. : s.n.] 1993 (Philadelphia Pa. : Borowsky Center The University of the Arts)"
1703,23RSXUK3,"Bikini Girl Magazine"
1704,V6N6W4WU,"[S.l. : Weproductions 197-?]"
1705,4SLTEAKQ,"[Rhinebeck NY : Spaceheater Editions] 2003."
1706,WI56WEZ4,"[Hollywood Calif. Heavy Industry Publications] 1971."
1707,QBQKYUXP,"[Atlanta Ga. : Nexus Press 1999]"
1708,6KRDYD9G,"Paul Soulellis"
1709,2SY6N2U8,"Alex Xavier Aceves Bernal"
1710,25FEC2NE,"Paul Soulellis"
1711,PEIYVTTU,"Visual Studies Workshop Press"
1712,VYWR7YBX,"Hermetic Press"
1713,958RDIUW,Fluxus
1714,V8756KTF,"Edition Hundertmark"
1715,Y9S3TK7Y,"Visual Studies Workshop Press"
1716,H3GNL8FK,"Louis Kellner Foundation"
1717,IPC4DCHL,"M. Bonomo"
1718,BH7HI36R,"Visual Studies Workshop"
1719,KHVWB533,"MontrÃ©al QuÃ©bec : Burning editions c1993."
1720,FCTVA87F,"Visual Studies Workshop Press"
1721,HTVQHW7L,"Atlanta Ga. : Danielle McCoy 2015."
1722,RP9D3QDH,"Nexus Press"
1723,QZKIQQPQ,"De Vleeshal"
1724,HW79UTCE,"KÃ¶ln : Buchhandlung Walther KÃ¶nig 2002."
1725,E9QYM7W5,"Atlanta : Nexus Press c1986."
1726,M6MIGBW5,"Printed Matter"
1727,K4NNXFX3,"Ediciones Vigía"
1728,YYCH2NX8,"Hamburg : Hossmann ; Brussels : MTL Galleries [1974]"
1729,Y2QPHIUJ,"Rochester N.Y. : Visual Studies Workshop Press ; Washington D.C. : W. Blake Press 1982."
1730,9UCPX7ZU,"[San Francisco Calif. : Johanna Rogers 2005]"
1731,88GL5MXF,"Oxford : Museum of Modern Art c1978-"
1732,JCKKGNQ2,"[S.l.] : Deeply Game Productions 2005."
1733,8SN48D4H,"New York : John Weber Gallery 1974."
1734,NRISFM9L,"Charlottesville [VA] : JAB Books ; Atlanta [GA] : Nexus Press 2001."
1735,WQ57DE34,"[s.l.] : [Maurice Novembre] 2000"
1736,74QL6S2C,"Guildford Surrey England : Circle Press 1979."
1737,IJU372WH,"Visual Studies Workshop Press"
1738,6MEJUP9X,"Printed Matter?]"
1739,VICHAUPY,"Anderson, Ritchie & Simon"
1741,K92YFSK6,"Galerie im Taxispalais"
1742,2JZSUVUZ,"Beau Geste Press"
1743,EFNPB7BA,"Ediciones Vigía"
1744,WU5M7LPM,"Atlanta Ga.: Nexus Press 1978?"
1745,A3MJP2C4,"JRP/Ringier ;"
1746,XAYB4RWM,"Visual Studies Workshop Press"
1747,AK3WX8C2,"Eloisa Cartonera"
1748,9EV6G83B,"Visual Studies Workshop"
1749,CVHZXD53,"Nexus Press"
1750,4DTHBX82,"Ediciones Acapulco"
1751,BU4NKTN2,"[S.l.] : L. Christmastree c1983."
1752,839MRTHP,"Stone Bridge Press"
1753,67T9Q3LS,"Ediciones Vigía"
1754,CSIFG46V,"[Publisher not identified]"
1755,W37TX2FM,"Atlanta GA : Nexus Press ; Rhinebeck NY : Space Heater Editions c1999."
1756,7J2LHVBS,"J. Romeu"
1757,R7FLGEDL,"[Chicago : J. Sim] 2011."
1758,27KGSHP8,"Kitschic Ediciones"
1759,6DVEUF4M,"[S.l. : s.n.] c1973."
1760,IPTHXKRG,"NYC [i.e. New York N.Y.] : Metropolis Graphics c1981."
1761,6S8SUDIJ,"N. E. Thing Company"
1762,KG893USA,"Ediciones de Ruina"
1763,RPP67W67,"Atlanta GA : Timber Tone Publishing c1997:"
1765,U35KVW9Z,"Printed Matter"
1766,ZX7F7BU3,"Visual Studies Workshop"
1767,H4DT26QW,"Printed ... by Charles Nypels Lab, Van Eyck"
1768,ZING7QFJ,"Strong Silent Type Press"
1769,7M4CUF8W,"Multiples ; L. and M.K. Torf"
1770,LC2US9AI,"[Claire Moore]"
1771,436JM86B,"Fourthwall Books"
1772,4A4KYCYY,"Twin Palms"
1773,4YJLNRZ4,"Christine Kermaire"
1774,GDEAWFHF,"Spector Books"
1775,ZAPMBGE3,"Columbia College, Center for Book and Paper Arts"
1776,87VFPMMD,Ivorypress
1777,IRCKVASD,"Hatje Cantz Verlag"
1778,J9UUENQY,"[Carolyn Drake]"
1779,IHNJFWFT,"Ediciones Vigía"
1780,VRSBV8YK,"Ediciones Vigía"
1781,DFGM4MYQ,"Museo de Arte Carrillo Gil"
1782,84WG8AI6,"Ediciones Vigía"
1783,4EC84LP7,"Ediciones Vigía"
1784,TMUTSH2R,"Ediciones Vigía"
1785,263JJYU2,"Ediciones Vigía"
1786,CI5BSLVI,"Ediciones Vigía"
1787,4ZPTZSCC,"Ediciones Vigía"
1788,4F96YEAW,"Ediciones Vigía"
1789,NX2BZWC6,"Pensaré Cartoneras"
1790,2W368KM7,"Ediciones Vigía"
1791,EXLW2JAI,"Blue Bluer Books"
1792,PDUTEW5I,"[Luís Aranguri]"
1793,PBF2KS6Z,"[São Paulo, Brazil] : [Luís Aranguri], 2014."
1794,RMUSCV3U,"Gordo Seboso"
1795,53Y9ZK7P,"Penguin Books"
1796,3KJN9TSD,"JAB Books"
1797,LR9UQRII,"Center for Book & Paper Arts, Columbia College"
1798,PJ6HW6XE,"La Cucaracha Press"
1799,CURJF8T3,"[Mishka Henner]"
1800,3RAPYUNI,Blurb
1801,RSAKT92N,"Editorial y Servicios Culturales El Dragón Rojo"
1802,FYXK9NFK,"Imprenta Editorial PuntoCom"
1803,59NVSYDJ,"Astrolabio Editorial"
1804,2V9PKH9N,"Conveyor Editions"
1805,LXK422S7,"Paul Soulellis"
1806,YZ6HPRBF,Journal
1807,R63KV8DQ,"La Sofía Cartonera"
1808,7XTCK5XQ,"La Sofía Cartonera"
1809,3XWU692I,"La Sofía Cartonera"
1810,BVRQK4KR,"La Sofía Cartonera"
1811,U2NFY6MI,"La Sofía Cartonera"
1812,N6EBD9N6,"La Ratona Cartonera"
1813,WZU7LXLZ,"La Ratona Cartonera"
1814,ZFVLHJ4P,"[Pablo Larreta]"
1815,RLFJ33N9,"La Ratona Cartonera"
1816,KHWPNJUI,"Purgatory Pie Press"
1817,9YNNDITB,"Actes Sud"
1818,D3YQLAVA,"New York, NY : Purgatory Pie Press, c2004."
1819,FXE4GCW8,Gost
1820,6YAVV2LZ,Arte-Correo
1821,4ZJG7DPJ,"Bs. As. : Arte-Correo, [2008]"
1822,RLSM5G2M,"Edition Solitude"
1823,TCK6IZ9T,"The Soon Institute Publishing House ; Distributed by D.A.P."
1824,PW6T4XZI,"Spaces Corners"
1825,4ECTE5RJ,Ivorypress
1826,UQN7EWJ4,"The Ice Plant"
1827,E98Z7IRM,"Samuel Dorsky Museum of Art"
1828,4X5S39UV,"F. Deschamps"
1829,566PNJJ7,[s.n.]
1830,PT3T86KJ,"Eugenia Maximova Photography"
1831,X6VXAJ6R,"SPBH editions"
1832,ABQHH4JP,"The Ice Plant"
1833,Q2AVYL4M,"The Ice Plant"
1834,PSZYL93G,"Actes Sud"
1835,ETZPLGQD,"Book Works"
1836,ES6MTPZS,"[Burgess Robinson]"
1837,NXJ8GFXU,"[Francisco Orozco]"
1838,9FMJ3YJ5,"[Guangxi shi fan da xue chu ban she]"
1839,77IMYQM6,"[Guilin Shi : Guangxi shi fan da xue chu ban she, 2012]"
1840,HS9B22Y9,"Presse Endémique"
1841,XY9DI4TS,"Centro de Promoción Literaria José Jacinto Milanés y Ediciones Vigía"
1842,5P6M8NR6,"[Editorial ¡Tú! EnCUÉNTrAME]"
1843,NPRQTH33,www.alexanderrios.wordpress.com
1844,AA3ECE3F,"Editorial Delirio"
1845,FCJ86SP2,"?ix Editorial"
1846,5Q7SJ9UG,"NowhereMan Press"
1847,IPEGT3Z4,"[Cartopíes, Editorial Cartonera de Lavapíes]"
1848,6MRNJ5CA,"Atala Vertiz Alba"
1849,IZ7ZQQZG,"Edition Julie Sylvester ; Schirmer/Mosel"
1850,QLFH7YC9,"Meninas Cartoneras"
1851,IB4ENNE3,"Book Works"
1852,5I5WEFXC,"Sevilla ; Ciudad de México : Ultramarina Editorial Cartonera y Digital, 2013."
1853,K8YUWEVJ,"Ultramarina Editorial Cartonera y Digital"
1854,FHDWLYSR,"La Cartonera"
1855,KRRP83QN,"Paracaídas Editores"
1856,468LWD2F,"Paracaídas Editores"
1857,3WM25BTE,"Paracaídas Editores"
1858,3QGCF4XA,"Magreb Producciones"
1859,PFNU3XPA,"Primary Information"
1860,QHR8VFLZ,"La Silueta Ediciones"
1861,MKYV5CFB,"La Silueta Ediciones"
1862,5XPZBE9G,"La Silueta Ediciones"
1863,LJKGB943,"La Silueta Ediciones"
1864,VKEPS3KW,"La Silueta Ediciones"
1865,LX3H4D4C,"La Silueta Ediciones"
1866,TKKX3PDX,"La Silueta Ediciones"
1867,2BWY8S34,"La Silueta"
1868,Z6RHPCAT,"La Silueta"
1869,L38NFWL7,"La Silueta"
1870,EQQUC9IQ,"[publisher not identified]"
1871,M46DPA36,"Tucson, Ariz. : Spaceheater Editions, 2009"
1872,RNVLSHGE,"Byopia Press"
1873,7RNL2PHX,Ivorypress
1874,D3PBWC2Q,"Lake Forest College Press"
1875,ABNT6FDG,"Women's Studio Workshop"
1876,MRZGYRF3,"Fotohof edition ; Laser Magazin"
1877,AE8FNKMW,"Publisher not identified"
1878,7XK8EGQ5,"Jardin Publicaciones"
1879,4K9U8NHI,"RM Verlag, S.L. ; Editorial RM, .S.A. de C.V. : México"
1880,KK9IRSXU,"Ediciones Taller Arte Dos Gráfico"
1881,4JXBWP4E,"Jardín Publicaciones"
1882,UP3XSQ6B,"[Andrew Fedynak]"
1883,CUTDCKXH,"Aperture Foundation, Inc. : Magnum Foundation"
1884,2K8CS9KR,"RVB books"
1885,Q9TVBZGJ,"Fw:Amsterdam ; BöhmKobayashi"
1886,PKGJJCGB,"Taller de Ediciones Económicas"
1887,Y4IBMLKY,Christinekermaire@yahoo.fr
1888,U3BJIXIE,"Proyecto Docena"
1889,XXI3AB52,"[Manuel Tzoc]"
1890,RSGVH7R8,"Dazibao ; Black Dog Publishing"
1891,MYQXRZWG,"DoPe Press"
1892,H6NFPIFP,Fw:Books
1893,CSVYJVDI,"Colectivo Amable"
1894,F5XMI2TG,"Dazibao ; Black Dog Publishing"
1895,BYUCTBW9,"[Manuel Tzoc]"
1896,3R7F93SL,"Belleza infinita"
1897,52R3JDXG,MACK
1898,RVT47GGS,"Belezza Infinita"
1899,ZN297Z3H,"Ediciones Vigía"
1900,8GLPYRJ2,"[David Peter Kerr]"
1901,LSKMWY8K,"Blue Bluer Books"
1902,QC7N6Q85,"Blue Bluer Books"
1903,ZLY2F2LB,"Rhombus Press"
1904,AWWV23WS,"[publisher not identified]"
1905,J7ZRZ6DC,"Kayfa ta : كيف تـ، [2016]"
1906,NVCMP85X,"Kayfa ta : كيف تـ، 2017."
1907,XN5IQDI6,"Nashr-i Bun Gāh, 1394 ; تهران : نشر بن گاه، 1394 [2015 or 2016]"
1908,XG34DC37,"Foad Farahani"
1909,LS3KBVE6,"Maryam Farshad"
1910,7NCQ4LYY,"Christine Kermaire"
1911,T82F7Z7U,"Al Manar Éditions, Alain Gorius"
1912,JIVD6TNX,"Al Manar, Éditions Alain Gorius"
1913,7BBCFMBI,"[Nashr Kayfa Ta : نشر كيف تـ، [2013]"
1914,N2GVS8TH,"Bon Gah"
1915,8NNMXWTU,"Kayfa ta : كيف تـ، [2016]"
1916,CBTCWZ2D,"[Fatima Albudoor]"
1917,CTPCXCHC,"Onomatopee ; Al Kotob Khan for Publishing"
1918,37P86AJJ,"[publisher not identified]"
1919,XPV8EM77,"Bon Gah"
1920,HD7GS484,"B-Khat Books"
1921,KWVCNB66,"Bihzād Mutabaḥḥirī"
1922,HWBI8XIT,"[Iran] : Bihzād Mutabaḥḥirī, 2017 :زاد متبحرى، 2017."
1923,8S9QX7PJ,"Behzad Motebaheri"
1924,PA6NQQ8I,"Conveyor Editions"
1925,LKQLU3H2,"Cuba Ediciones Vigía"
1926,EC55TB6L,"Ediciones Vigía"
1927,ZYN7DVSI,"Ediciones Vigía"
1928,FSJCJQ4W,"Ediciones Vigía"
1929,LBWAAGTX,"Ediciones Vigía"
1930,4S2DVX4U,Ivorypress
1931,QUYSW2NI,Divus
1932,DP8P7RWF,"[Fraglich Publishing]"
1933,3IJCPKSL,"[Pastora Juajibioy]"
1934,3KR6GEM2,[Booklyn]
1935,GJPMIFGS,"Ediciones del Jorobado : Editorial RM"
1936,SHRS7HZI,"[Sofia Szamosi]"
1937,UG2789D5,"Bywater Bros. Editions"
1938,MAW2XFS8,"Se realizó el Taller de la Lorraine"
1939,9AQ6FINI,"México : Se realizó el Taller de la Lorraine, 2015."
1940,LXFELZNI,"[Lyall F. Harris]"
1941,6BC85DJU,"Ediciones Tecolote"
1942,GBQ7MQZ8,"México, D.F. : Ediciones Tecolote, 2011."
1943,C5MWYI8G,"Clarissa T. Sligh"
1944,ZIK956Q3,"Conveyor Arts"
1945,NM55DLTN,"Flying Fish Press"
1946,3RNMJTA2,"Paper Souvenir"
1948,4SR58AEX,"Beinecke Rare Book and Manuscript Library : Distributed by Yale University Press"
1949,LNDWPMZ6,"Primrose Press"
1950,YSP4Q7ML,"Primrose Press"
1951,7PDQ45KQ,"[R. Hänni]"
1952,8XJXB9AT,"Ioulia Akhmadeeva"
1953,HMNNFR3Q,"[publisher not identified]"
1954,3TSKG6YQ,"[University of Iowa]"
1955,JYHGAUNJ,"Atlanta, Ga. : Nexus Press, ©1987."
1956,8ETZST8W,"Nexus Press"
1957,GIEE4QSQ,"Nexus Press : Ice House Press"
1958,LNGHZZCQ,"Nexus Press"
1959,7UM7A8ZX,"Nexus Press"
1960,LBKFZX3R,"Atlanta, GA. : Nexus Press, 2000."
1961,2W3DHL2W,"JAB Books ; Nexus Press"
1962,MCYNPLMG,"Nexus Press"
1963,M65HL79T,"Nexus Press ; Space Heater Editions"
1964,FJZFMSAC,"[Altlanta, GA] : Nexus Press, 2001."
1965,GRUU9TTY,"Nexus Press"
1966,7L8GFYGW,"Nexus Press"
1967,BKVQ3AWE,"Nexus Press"
1968,S2XYCBW3,"Nexus Press"
1969,5Z8AQNNW,"Printed at Nexus Press"
1970,8Q4URHHN,"[Nexus Press]"
1971,7XK4SEMP,"Nexus Press"
1972,9KY8A7ZF,"Nexus Press"
1973,6RHFECJS,"Nexus Press"
1974,X9ST3SW3,Weproductions
1975,6BZ7HLBD,"Nexus Press"
1976,LQXW5G7I,"Nexus Press"
1977,DHSN7NX8,"Nexus Press"
1978,79NJTA6J,"Nexus Press in association with Weproductions"
1979,9553SGM8,"Nexus Press"
1980,7R5QC57J,"Atlanta, Ga : Nexus Press, 2001."
1981,XHS2KMKF,"Nexus Press"
1982,GN49AWZ5,"[Atlanta, Ga.] : Nexus Press/Fine Feather Press, 2001."
1983,VNBKYH28,"Nexus Press/Fine Feather Press"
1984,3JM8WQ5E,"Fine Feather Press/Nexus Press"
1985,XN7E3NL2,"Slavick ; Paper Crane Press"
1986,YCREWFAW,"Slavick ; Paper Crane Press"
1987,NQ3LRV3F,"Grossman Publishers"
1988,EC6AIQC8,"Printed at Nexus Press"
1989,6UZDCHMB,"[Nexus Press]"
1990,XM49AQ3J,"Nexus Press"
1991,GH9T24ZP,"Nexus Press"
1992,6V24DZGT,"Nexus Press"
1993,UHTNCU5Y,"Nexus Press"
1994,LZU6LK2A,"Nexus Press"
1995,FFWYIRFV,"Éditions Xavier Barral"
1996,49856SFS,"Printed at Nexus Press"
1997,NSFIZW7I,"[Atlanta, Ga.] : Printed at Nexus Press, [2000]"
1998,ETY3IKDB,"Nexus Press"
