canonicalKey,canonicalLib,held,sourceKeys,title,date,publisher,place,ISBN,ISSN,language,numPages,edition,series,seriesNumber,callNumber,url,extra,shortTitle,creators
Y2MQKHFR,1,true,1:Y2MQKHFR,,2011-00-00 2011,Hatje Cantz Verlag ; Art Gallery of Alberta,"Ostfildern, Germany ;  Edmonton, Alta.",,,English,,,,,N6549.C358 A4 2011,https://catalog.lib.unc.edu/catalog/UNCb7053995,,,"Janet, 1957- Cardiff; George Bures, 1960- Miller; Germany) Hamburger Bahnhof (Exhibition hall : Berlin; Art Gallery of Alberta; Centro de Arte Contemporânea Inhotim"
9MQS4NXM,1,true,1:9MQS4NXM,,,,,,,,,,,,,,,,
EN42444Z,3,,3:EN42444Z,,,,,,,,,,,,,,,,
NERXSW2E,3,,3:NERXSW2E,,,,,,,,,,,,,,,,
657C6HGB,3,,3:657C6HGB,,,,,,,,,,,,,,,,
7KVV2C6R,3,,3:7KVV2C6R,,,,,,,,,,,,,,,,
UM2HRVK3,3,,3:UM2HRVK3,,,,,,,,,,,,,,,,
UWWTV2WA,3,,3:UWWTV2WA,,,,,,,,,,,,,,,,
Z8JS82W4,2,,2:Z8JS82W4,!En búsqueda de Charizard!,2014-00-00 2014,Cazuela Comics,"Santiago, Chile",,,,,Primera edición.,,,,,,,Asertijo; Ken Sugimori
KRQWR5FB,3,true,3:KRQWR5FB; 2:XCG3C3R9; 1:86YAACKX,"""A declaration of dependence""",1975-00-00 1975,J. Romeu,S.l.,,,,,,,,,,,,Joost Romeu
A6JB2RQU,3,,3:A6JB2RQU; 2:QP5ZU65D,"""A""-9 : futura 5",1966-00-00 1966,Edition Hansj̈rg Mayer,[S.l.],,,,,,,,,,1 folded sheet ; 63 x 47 cm. folded to 24 x 16 cm.,,Louis Zukofsky
5YQRS4MX,3,,3:5YQRS4MX; 2:KN5E4XFC,"""Cinema""",1988-00-00 1988,Imschoot,"Ghent, Belgium",978-90-72191-03-8,,English,,,,,,http://www.worldcat.org/oclc/901644961,,,Albert Mertz
HQN5HH5Z,3,true,3:HQN5HH5Z; 2:JJ5IT6V6; 1:GFI2FYY8,"""De lo que no se puede hablar, hay que callar"" : última proposición del Tractatus Logico-Philosophicus de Wittgenstein reescrita en cajeros del supermercado.",2014-00-00 2014,Kitschic Ediciones,"Bogotá, Colombia",,,,,,,,,,,"""De lo que no se puede hablar, hay que callar""",Clara-Iris Ramos
6H5ZVHFQ,3,,3:6H5ZVHFQ; 2:TINGS7R4,"""Diagnosis""",1979-00-00 1979,Gene B. Beery,"Sutter Creek, CA",,,,,,,,,,,,Gene B. Beery
LSYIEX34,3,true,3:LSYIEX34; 2:VRZNIM32; 1:MFL3UL5M,"""El joven aprendiz de pintor"" de Joaquín Sabina",1992-00-00 1992,Apógrafos,México,,,,,,,,,,,,Janitzio Alatriste T.; Joaquín Sabina
KCII6H5B,3,,3:KCII6H5B; 2:NHF2KCCA,"""Essere un altro"" = ""To be an other""",0000-00-00 c1974,Edizioni LP 220,"Torino, Italia",,,,1 v. (un,,,,,,,,Giorgio Ciam
WJUXMT6C,3,,3:WJUXMT6C; 2:FMSNGI4B,"""For breakfast I'll have, oh, two slices of dry toast and a cup of hot water""",1977-00-00 1977,Davi Det Hompson,"Richmond, VA",,,,,,,,,,Cover title.,,Davi Det Hompson
SDANLFNY,3,,3:SDANLFNY; 2:TFP7E3IM,"""Fragmentaire"" pour une nouvelle version de la partition de ""Lieu(x) d'échange(s)""",1977-00-00 1977,Published by Satie's faction,"Paris, France?",,,,1,,,,,,"Consists of 4 card-stock sheets, each with a fragmentary drawing on one side, and on the other the title, headed ""Première série de 4 dessins, dessin: 1[-4]"", and the artist's signature, dated Paris, July-2 August 1977. The portfolio is formed from a 51 x 26 cm. folded sheet; the outer flap, printed in red, contains the artist's notes to the printer in French, with the publisher statement in English. The place and date of publication are conjectural, based on the information on the cards, but the publisher statement on the envelope is in a different, and quite probably not French hand; the Brown University copy is priced in pencil ""£1"" (1 pound).
""(Le titre hypothétique) 'Fragmentaire'""--Cover.",,Christian Rosset
PLGTECYR,3,,3:PLGTECYR; 2:4U9XK49W,"""Gestes""",1973-00-00 1973,Edition Bischofberger,Zürich,,,French,,,,,,http://www.worldcat.org/oclc/494366624,Additional WorldCat records available,,Ben Vautier
23EMIBFV,1,true,1:23EMIBFV,"""Ich hatte viel Bekümmernis in meinem Herzen, aber deine Tröstungen erquicken meine Seele"" : eine Reflexion in Bildern über die Kantate BWV 21 von Johann Sebastian Bach",2009-00-00 2009,"St. Gallen : Walter Angehrn, 2009",,978-3-936300-62-8,,,,2. Auflage,,,Oversize N7433.4.A645 I34 2009,https://catalog.lib.unc.edu/catalog/UNCb9757043,,"""Ich hatte viel Bekümmernis in meinem Herzen, aber deine Tröstungen erquicken meine Seele""",Walter Angehrn ; mit einem Text von Klaus Merz
D2D8AP3J,3,,3:D2D8AP3J; 2:PU5E5TV6,"""It was the best he could do at the moment""",1992-00-00 1992,Museum Boymans-van Beuningen,Rotterdam,978-90-6918-094-6,,English and Dutch.,,,,,,http://www.worldcat.org/oclc/30920067,[additional worldcat records available- 9/27/21],,Stephen Prina; Elbrig de Groot; Museum Boymans-Van Beuningen
3SRHMR3F,3,,3:3SRHMR3F; 2:EN8PQJP7,"""Les Levine copies everyone"" : Holly Solomon in conversation with Lita Hornick",1970-00-00 1970,The Gallery,Toronto?,,,,,,,,,,[157] leaves in various foliations : chiefly ill. ; 28 cm.,,organized Isaacs Gallery; Toronto; introd David Bourdon
T767PNSC,3,,3:T767PNSC; 2:4N44V4CA,"""Luxurious"" trip to Europe! : free! scarce triangle collection",1978-00-00 1978,World Imitation,"Northridge, CA",,,,,,,,,,ID: VCU_ALMA21404682520001101,,
R564734T,3,,3:R564734T; 2:RZ8Z9DEA,"""She keeps her secrets in an amber jar so the light won't fade them""",2003-00-00 2003,,,,,,,,,,,No WorldCat record found 1/25/20,,,M. Jordan Tierney
UYNMMAWR,3,,3:UYNMMAWR; 2:9A2UXAIZ,"""Spare room""",,New York : Wunternaum Press c2003.,,,,,1 v. (un,,,,,,,,Yoko Ono
Q7ZK3Y73,3,true,3:Q7ZK3Y73; 2:SPT4QUQT; 1:EDTISABI,"""Swans, the ice,"" she said",2001-00-00 2001,Women's Studio Workshop,"Rosendale, New York",1-893125-16-5,,,,,,,,,,,Anne Gorrick; Cynthia Winika; Women's Studio Workshop.
JV5BMFBH,3,,3:JV5BMFBH,"""Two lines""",1996-00-00 1996,I. Tyson,London,,,English,,,,,,http://www.worldcat.org/oclc/35952123,OCLC: 35952123,,Ian Tyson
URAFUIAI,1,true,1:URAFUIAI,"""Typeface"" on player piano paper.",2017-00-00 2017,,"Raleigh, NC",,,English,,,,,N7433.4.G672 T96 2017,https://catalog.lib.unc.edu/catalog/UNCb9161669,,,"Heather, 1967- Gordon; Chris Vitiello"
U62AQLRT,3,,3:U62AQLRT; 2:URKRXQ5P,"""Understand. This is only temporary.""",1977-00-00 1977,D.D. Hompson,"Richmond, VA",,,English,,,,,,http://www.worldcat.org/oclc/1041307600,,,Davi Det Hompson
LWEDIEAM,3,,3:LWEDIEAM; 2:W52B4K72,"""–A convention that has contributed to the evolution of our systems of language""",1989-00-00 1989,John C. Bielik,"Richmond, VA",,,,,,,,,,ID: VCU_ALMA21347650290001101,,John C. Bielik
US4RV2JH,3,,3:US4RV2JH,#1 Silly Book,2006-00-00 2006,,,,,,,,,,,[No Worldcat Record Found-11/2/21],,,Sally O'Hala
SHRS7HZI,1,true,1:SHRS7HZI,#Metoo on Instagram : one year later,2018-00-00 2018,[Sofia Szamosi],"[New York, N.Y.]",,,English,,,,,N7433.4.S93 M48 2018,https://catalog.lib.unc.edu/catalog/UNCb9519892,,,"Sofia, 1989- Szamosi; Booklyn Artists Alliance"
JMR6BK7A,3,,3:JMR6BK7A; 2:VS4NF5KC,$19.84,1984-00-00 1984,C.E.P.A.,"Buffalo, NY",0-939784-10-6 978-0-939784-10-3,,English,22,,,,,http://www.worldcat.org/oclc/11718129,,,William Wegman; Albright-Knox Art Gallery
N8WCZJQ9,3,,3:N8WCZJQ9; 2:6FGP43NF,& milk: [today is just a copy of yesterday,2004-00-00 2004,Schlebrügge. Editor,Wien,978-3-85160-036-0,,Text in English and German.,,,,,,,,& milk,Jonathan Monk; Grazer Kunstverein
Q52RE5P9,3,,3:Q52RE5P9; 2:5IUZJ3JA,"& this is where we can begin, thankfully",2012-00-00 2012,Newlights Press,"Colorado Springs, Colorado",,,,,,,,,,,,Aaron Cohick
ZMV6ZMWC,3,,3:ZMV6ZMWC; 2:PGVHBT2I,&&&,2011-00-00 2011,E.T. Carlson,"New York, NY",,,,,,,,,,,,Eric Carlson
ZM6FU2ZZ,3,,3:ZM6FU2ZZ; 2:NW2N7AIZ,'S crap 's ample,1980-00-00 1980,J. Drucker,Berkeley,,,English,,,,,,http://www.worldcat.org/oclc/19081261,,,Johanna Drucker
64P9XQPI,3,,3:64P9XQPI; 2:PK94X4ZZ,( ),1975-00-00 1975,Geiger,Torino,,,,,,,,,http://www.worldcat.org/oclc/82947264,,,Irma Blank
MPFA4ILN,3,,3:MPFA4ILN; 2:NK2N8NKJ,(As),2003-00-00 2003,Editions Lebeer Hossmann,,,,,124,,,,,http://www.worldcat.org/oclc/123573851,,,Peter Downsbrough
KXS7DSD7,3,true,3:KXS7DSD7; 2:WDQ4XVVA; 1:NMGRZ6LM,(Blu)est-reak,2005-00-00 2005,Susan Leeb,"Chapel Hill, NC",,,,,,,,,,,,Susan Leeb
7DU84Q8C,1,true,1:7DU84Q8C,"(El cielo está, por encima del techo, / tal azul, tan calmo)",,,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb11749808,,,"Arancibia, Sebastián"
3VHJHQA7,3,,3:3VHJHQA7; 2:5FNCUQU7,(Hellēnikai poiēsseis) [(romanized form)] = (Griechische Stücke),1978-00-00 1978,Bündner Kunstmuseum,Chur,,,German,,,,,,http://www.worldcat.org/oclc/8975075,OCLC: 8975075,,Jochen Gerz; Hans Hartmann
GURAG9JG,3,true,3:GURAG9JG; 2:HKGS8WHZ; 2:IZUEBUXT; 1:SQDPPBXK; 1:YGVJRI4Y,(Ho + go)² = it,1986-00-00 1986,Nexus Press,"Atlanta, GA",0-932526-10-1,,,[36],,,,,http://www.worldcat.org/oclc/15344617,[additional worldcat records available- 9/28/21],,Ruth Laxson
ARB8MTDH,3,,3:ARB8MTDH; 2:J8NR2Z9N,(In)versions,2000-00-00 2000,Flying Fish Press,"Berkeley, CA",,,,,,,,,[no worldcat record found-- 9/28/21],,,"Chen, Julie; Turner, David"
KXJAMEIR,3,,3:KXJAMEIR; 2:8V8Q7JHA,(L'aveugle) ou les harnais du corps feminin,1965-00-00 1965,,,,,,,,,,,[no worldcat record found-- 9/24/21],,,Alexandre Bonnier
XKE4K3W7,1,true,1:XKE4K3W7,(rrr),2016-00-00 2016,Boabooks,"Geneva, Switzerland",,,Spanish,,,,,N7433.4 .C3752 R77 2016,https://catalog.lib.unc.edu/catalog/UNCb9723123,,,"Ulises, 1941-1989 Carrión; Juan J. Agius; Alexis dos Santos; Che Huber; Izet Sheshivari; Boabooks"
8E9J7QLY,3,,3:8E9J7QLY; 2:7JSTE8ER,(Seven),1981-00-00 1981,Visual Studies Workshop,"Rochester, NY",,,,12,,,,,[No WorldCat Record Found 11/5/2020],,,Andrew Allen
2ENWA6EJ,3,,3:2ENWA6EJ; 2:K6IJT592,(SIC) 2,1981-00-00 1981,s.n.,Canada,0-920730-16-7 978-0-920730-16-4,,,1 v. (un,,,,,,,,L. Fernie
8IMHQCUW,3,,3:8IMHQCUW; 2:ZQIT3XR3,(Toward) axiom of indifference: 1971-1973,1974-00-00 1974,Sonnabend Gallery,New York ; Paris,,,English,,,,,,http://www.worldcat.org/oclc/681170718,,(Toward) axiom of indifference,Mel Bochner; Bruce Boice; Ileana Sonnabend (Gallery)
T5BY6GL3,1,true,1:T5BY6GL3,(Untitled),2018-00-00 2018,"[New York, NY] : Hardworking Goodlooking, 2018",,,,,,,,,N7433.4.R48 U58 2018,https://catalog.lib.unc.edu/catalog/UNCb9724967,,,Miko Revereza
WLFKP88V,3,,3:WLFKP88V; 2:5BS5TFKU,(You) read this book : being an anthology of phenomenological artworks,1974-00-00 1974,J. Hugunin,CA?,,,English,,,,,,http://www.worldcat.org/oclc/222386529,OCLC: 222386529,(You) read this book,James Richard Hugunin
PFQZR46F,3,,3:PFQZR46F; 2:PQ736X7M,- [moins] & + [plus,1993-00-00 1993,Ed. VOIX R. Meier,Montigny,,,French,,,,,,http://www.worldcat.org/oclc/491239395,OCLC: 491239395,,Henri Chopin
EI3AATL8,3,,3:EI3AATL8; 2:4K6UVBPZ,"-'S wings, -'s wings",1999-00-00 1999,K. Campbell,London,,,,,,,,,http://www.worldcat.org/oclc/247068779,ID: VCU_ALMA21385383310001101,,Ken Campbell
UEZJUNBZ,3,true,3:UEZJUNBZ; 2:MEW8MR28; 1:7FSNPYQ8,--It's still privileged art,1976-00-00 1976,Art Gallery of Ontario,Toronto,0919876110 :,,,,,,,,,,,Carole Condé; Karl Beveridge
YXJN7QXK,3,,3:YXJN7QXK; 2:SB92ZFJH,02837-1412 : a memoir,1995-00-00 1995,Ziggurat Press,"Providence, RI",,,,[25],,,,,,"Title is the author's postal zip code.; ""The book and the visual accompaniments were printed on a Vandercook Universal III at the Ziggurat Press, 107 Benevolent Street, Providence, Rhode Island in the Spring of 1995. ... [hand numbered /28]""–Colophon.; Title page signed by the author.; Text block secured to back pastedown of white cloth case cover, which is in turn pasted down to a folding case of tan cloth with printed cover label; map of Little Compton, R.I. on front cover of inner case; outer case lined with map of NE R.I./SE Mass.",,Walter Feldman
2X8EKNSF,3,true,3:2X8EKNSF; 2:D68SZQMK; 1:35RT26RN,051272,2007-00-00 2007,Ediciones Taller Arte Dos Gráfico,"Bogotá, Colombia",,,,,,,,,,,,Emiliano Hernández-Santana; Jesús Fuenmayor
5YQD6GFR,3,,3:5YQD6GFR; 2:QZPM9QAG,"1 (a, b) 18 : 1, but you must recognize me.",1980-00-00 1980,D.D. Hompson,"Richmond, VA",,,English,,,,,,http://www.worldcat.org/oclc/33500663,"Includes attached strips sewn to the sheet.; Author, title and place of publication taken from order record.",,Davi Det Hompson
9TTMX2XP,3,,3:9TTMX2XP; 2:XSZK6J85,1 2 3 4 5 6,1970-00-00 1970,Poetry Newsletter,"Scranton, PA",,,,,,,,,,Includes bibliographical references.; ID: VCU_ALMA21365170870001101,,Wally Depew
6URSCUMC,3,,3:6URSCUMC; 1:J4N26EQT,1 Bild,1970-00-00 1970,H.-P. Feldmann,Düsseldorf?,,,German,,,,,,http://www.worldcat.org/oclc/64771266,OCLC: 64771266,,Hans-Peter Feldmann
SPFKCL6W,3,,3:SPFKCL6W; 2:72R65M5A,1 m x 1 m,1993-00-00 1993,P.R. Wilk,Friedrichsdorf,978-3-928071-13-0,,"Text in English, colophon in German.",,,,,,http://www.worldcat.org/oclc/45234231,,,Stanley Brouwn
NTQAC5RS,3,,3:NTQAC5RS; 2:B6W5B89X,"1 m, 1 step",1976-00-00 1976,Stedelijk Van Abbemuseum,Eindhoven,90-70149-02-8 978-90-70149-02-4,,,,,,,,,[8] l. : 10 x 100 cm.,,Stanley Brouwn
YMWLWBDG,3,,3:YMWLWBDG; 2:D3RI87T6,"1 step, 100000 steps",1972-00-00 1972,Utrechtse Kring,Utrecht,,,English,,,,,,http://www.worldcat.org/oclc/221453035,OCLC: 77656114,,Stanley Brouwn
W9XBUT76,3,,3:W9XBUT76; 2:MCT4KTFU,1 walked out of 2 and forgot it,1972-00-00 1972,Something Else Press,"Millerton, NY",0871100835 0871100843 (pbk),,,90,,,,,,,,Toby MacLennan
44MK3DTH,3,,3:44MK3DTH; 2:UJRKER77,"1. Truck, 2. Fuck, 3. Muck",1975-00-00 1975,,,,,,[12] leaves,,,,,,ID: VCU_ALMA21383266580001101,,Martha Wilson
Z6J9RKDP,3,,3:Z6J9RKDP; 2:IW7VPWIW,1/2 undressed,1989-00-00 1989,Stephen W. Brandt,"Richmond, VA",,,,,,,,,,ID: VCU_ALMA21447959830001101,,Stephen W. Brandt
3YF54AJC,3,,3:3YF54AJC; 2:NI9JXVMG,10 myths about modern men,1993-00-00 1993,Down-South Productions,"Tallahassee, FL",,,,14,,,,,,,,James Prez
VPQAXLAL,3,,3:VPQAXLAL; 2:N43BGFI6,"10 portraits photographiques de Christian Boltanksi, 1946-1964.",1972-00-00 1972,Multiplicata,Paris,,,French,,,,,,http://www.worldcat.org/oclc/62724452,Additional WorldCat records available.,,Christian Boltanski; Annette Messager
3A5PUR7L,3,,3:3A5PUR7L; 2:F4F88FTV,10 pyramids,1977-00-00 1977,,,,,English,,,,,,http://www.worldcat.org/oclc/19012430,,,Ray DiPalma
8LAEJUZ5,3,,3:8LAEJUZ5; 2:AA4E4MP9,"10 views of Brockman's Mount, a naturally formed hill near Hythe, Kent, England.",1973-00-00 1973,Stedelijk Museum,Amsterdam,,,English,,,,,,http://www.worldcat.org/oclc/49411423,Additional WorldCat records available.,,Hamish Fulton
P7G9EMNH,3,,3:P7G9EMNH; 2:7WSV9VF4,10 works,1971-00-00 1971,Y. Lambert,Paris,,,"Each page features a word and its  opposite, with the English on recto and French on verso.",,,,,,http://www.worldcat.org/oclc/4523636,"Additional WorldCat entries available at: 
https://www.worldcat.org/title/10-ten-works/oclc/78188038

https://www.worldcat.org/title/10-works/oclc/461848540",,Lawrence Weiner
PTCLKUSM,3,,3:PTCLKUSM; 2:2J6TD6ZW,100 boots ...,1971-00-00 1971,Publisher not identified ; Museum of Modern Art,"Solana Beach, CA ; NYC",,,English,,,,,,http://www.worldcat.org/oclc/52692168,,,Eleanor Antin; Philip Steinmetz
LI9JTCSH,3,,3:LI9JTCSH; 2:SF7RDABK,100 cubes,1996-00-00 1996,Cantz,Ostfildern,978-3-89322-753-2,,German,,,,,,http://www.worldcat.org/oclc/1075240118,Additional WorldCat records available.,,Sol LeWitt; Cristina Bechtler; Charlotte von Koerber
H8KN9929,3,,3:H8KN9929; 2:G4R85GB4,100 famous views of Goya,1988-00-00 1988,D.P. Milliken,"Amherst, MA",,,,,,,,,,ID: VCU_ALMA21347985340001101,,Don Milliken
AMGD5TJT,3,,3:AMGD5TJT; 2:N6S77JB4,100 Jahre,2001-00-00 2001,Schirmer/Mosel,München,978-3-88814-975-7,,German,,,,,,http://www.worldcat.org/oclc/883548252,"OCLC: 48391137

Additional WorldCat entries available here: 
https://www.worldcat.org/title/hans-peter-feldmann-100-jahre/oclc/885414337

https://www.worldcat.org/title/100-jahre-mit-101-photorgaphien-des-verfassers/oclc/47712378",,Hans-Peter Feldmann
BQGI7763,3,,3:BQGI7763; 2:W6DAKHVG,"100 pisama = 100 letters : 1965-1979; 100 letters, 1965-1979",2008-00-00 2008,Onestar Press,Paris,,,,,1st ed.,,,,,ID: VCU_ALMA21400869320001101,,Marina Abramovic
JZXJGZD8,3,true,3:JZXJGZD8; 2:4AIU8B63; 1:KBUWADMC,100 things with handles,2008-00-00 2008,Wild Pansy Press,Leeds,1-900687-26-7,,,,,,,,,,,Simon Lewandowski; Wayne Clements; S. W. (Steve W. ) Garnett
CVNSKV3B,3,,3:CVNSKV3B,100 this-way-Brouwn-problems for computer I.B.M. 360 model 95,1970-00-00 1970,Gebr. König,Köln; New York,,,English,,,,,,http://www.worldcat.org/oclc/162632,OCLC: 162632,,Stanley Brouwn
KRC6KPJK,3,,3:KRC6KPJK; 2:THXSU97G,"100,000 minutes: or the big sample of Byars : or, 1/2 an autobiography : or the first paper of philosophy.",1969-00-00 1969,"Anny De Decker, W.W.S.",Antwerp,,,English,,,,,,http://www.worldcat.org/oclc/55121592,OCLC: 55121592,"100,000 minutes",James Lee Byars
CA68JWRX,3,,3:CA68JWRX,100.000 mm,1975-00-00 1975,,,,,English,,,,,,http://www.worldcat.org/oclc/1045077619,OCLC: 1045077619,,Stanley Brouwn
HXWN6YG4,3,,3:HXWN6YG4; 2:8V47V9QU,1000 coordinates of violence,2001-00-00 2001,Horse in a Storm Press,"Brooklyn, NY",,,,,,,,,,ID: VCU_ALMA21352183870001101,,Miranda Maher
RMBT39WN,3,,3:RMBT39WN,1000 Leaves for My Love,2005-00-00 2005,,"Allston, Massachusetts",,,,,,,,,[No WorldCat record found 10/28/21],,,Alexis Adams
QBCX8XZD,3,,3:QBCX8XZD; 2:VXCIWSMI,"1000 photographers: doing their own thing, 1984 [sic].",1974-00-00 1974,Press of the Visual Studies Workshop,"Rochester, NY",,,English,,,,,,http://www.worldcat.org/oclc/82093909,Additional WorldCat records available.,1000 photographers,Gus Kayafas; Minor White; Jonathan Green
B53AT5IS,3,true,3:B53AT5IS; 2:GP4RJIN5; 1:NPRQTH33,101 soluciones para salir de la crisis,2012-00-00 2012,www.alexanderrios.wordpress.com,"Madrid, Spain?",,,,,,,,,,,,Andrés Fresneda; Alexander Ríos
PPBT49Q6,3,,3:PPBT49Q6; 2:MGEP5SBA,107th Street Watts,2003-00-00 2003,Revolver Archiv für Aktuelle Kunst,Frankfurt am Main,978-3-934823-82-2,,English,,,,,,http://www.worldcat.org/oclc/56217267,,,Edgar Arceneaux
2P69782M,3,,3:2P69782M; 2:DXSEXIBK,11,2006-00-00 2006,Booklyn,"Brooklyn, NY",,,,[48],2nd,,,,,,,photography Marshall Weber
28P5WPMT,3,,3:28P5WPMT; 1:ZRRPDUJP,11 Bilder,1970-00-00 1970,Hans-Peter Feldmann,Hilden,,,German,,,,,,http://www.worldcat.org/oclc/925381462,OCLC: 925381462,,Hans-Peter Feldmann; Wolfgang Breurs
KX46RJBD,3,true,3:KX46RJBD; 2:B2B98PVB; 1:YKNYU9HC,11 excerpts (1967-1970) = 11 [i.e. onze] extraits (1967-1970),1971-00-00 1971,Édition Sonnabend,Paris,,,,,,,,,http://www.worldcat.org/oclc/799192054,Additional WorldCat records available.,,Mel Bochner
K66MFIKJ,3,true,3:K66MFIKJ; 2:2H77JGMS; 1:WYDD76TM,11.21.11 5:40 p.m.,2013-00-00 2013,Fraenkel Gallery,"San Francisco, CA",1-881337-34-0,,,,,,,,,,11.21.11 5,Richard Misrach
DRMXLACF,3,,3:DRMXLACF; 2:ECZ9QWFP,116 centosedici particolari visibili e misurabili di infinito,1975-00-00 1975,Sperone,Torino,,,,[119],,,,,http://www.worldcat.org/oclc/144687214,Additional WorldCat records available.,,Giovanni Anselmo
5QLHSPTH,3,,3:5QLHSPTH; 2:3XA6HUWD,"12 dialogues, 1962-1963",1981-00-00 1981,Press of the Nova Scotia College of Art and Design ; New York University Press,"Halifax, NS ; New York, NY",0814705790 (N.Y. University : pbk.) : $20.00,,,134,,,,,,,,Carl André; Hollis Frampton; Benjamin HD Buchloh
LC8NYS48,3,,3:LC8NYS48; 2:I42GDDSJ,"12 portes entrouvertes sur le rêve suivies chacune d'un compagnon, d'un outil, et d'une clef",1978-00-00 1978,Ecart,Genève,,,,,,,,,,ID: VCU_ALMA21357801330001101,,René Schmid
TXEW8BMZ,3,,3:TXEW8BMZ; 2:IFRHV6SP,"12 screenless lithographs: printed at the Visual Studies Workshop, Rochester, N.Y., 1973",1973-00-00 1973,Visual Studies Workshop,"Rochester, NY",,,English,,,,,,http://www.worldcat.org/oclc/372987425,,12 screenless lithographs,Carl Sesto
BUJYI6D3,3,,3:BUJYI6D3; 2:WAQSSCIJ,12 surveillance devices for a spy posing as a tourist,1993-00-00 1993,Papyrus Productions,"Poughkeepsie, NY",,,,,,,,,,Place of publication and date from the order record.,,F. Deschamps
4T6JN287,3,,3:4T6JN287; 2:83JD4N6H,120 Piccadilly postcards,0000-00-00 c1977,Hj. Mayer : Eaton House Publishers,Stuttgart; London,,,,"96, A-X cards : col. ill. ; 12 x 16 x 4 cm. in tan pa",,,,,,,,Dieter Roth
RBWHALLR,3,,3:RBWHALLR; 2:B4IDJQQE,120%,0000-00-19 19-,[s.n.],[s.l.],,,,1 v.,,,,,,,,Shinro Ohtake
LF6WQR8M,3,,3:LF6WQR8M; 2:VD986Q3W,1234 weiche Schnellstzeichnungen = 1234 soft most speedy drawings.,1987-00-00 1987,Ed. Hansjörg Mayer,Stuttgart; London ; Reykjavik,,,,,,,,,http://www.worldcat.org/oclc/23901677,Additional WorldCat records available.,,Dieter Roth
AQD6HVUL,3,,3:AQD6HVUL; 2:J9HV3NJK,125 Fluxus labels designed George Maciunas,0000-00-00 c1975?,Fluxus?,New York?,,,,,,,,,,1 box (118 labels) : ill. ; 14 x 19 x 2 cm.,,George Maciunas
HUK5SEEK,3,true,3:HUK5SEEK; 2:S6NMZZPJ; 1:PG4L9B6A,128 details from a picture (Halifax 1978),1980-00-00 1980,Press of the Nova Scotia College of Art and Design,"Halifax, Nova Scotia",0-919616-19-4,,,,,,,,http://www.worldcat.org/oclc/10464499,Additional WorldCat record available.,,Gerhard Richter
ESLZ2BKS,3,,3:ESLZ2BKS; 2:ECBRKQW9,128 Fotos von einem Bild: WVZ 432-5 : Halifax 1978,1998-00-00 1998,Verlag der Buchhandlung Walther König,Köln,,,En alemán e inglés.,,,,,,http://www.worldcat.org/oclc/221990930,Additional WorldCat records available.,128 Fotos von einem Bild,Gerhard Richter
UA7PM3EF,3,,3:UA7PM3EF; 2:A8BFWANM,12:38 - 14:16,2006-00-00 2006,Etc. Press,"Halifax, Canada",,,,,,,,,http://www.worldcat.org/oclc/180861458,ID: VCU_ALMA21370321270001101,,Daniela Deeg
RUZI3WVV,3,,3:RUZI3WVV,12:38-14:16,2006-00-00 2006,,"Athens, Georgia",,,,,,,,,[No WorldCat records found 11/18/21],,,Cynthia Lollis Daniela Deeg
ZB5QETPU,3,true,3:ZB5QETPU; 2:XEG7B3NP; 1:RJYCBIDD,"13 books : (notes on the design, construction & marketing of my last--)",2001-00-00 2001,Stone Bridge Press,"Berkeley, CA",1-880656-59-0,,,,,,,,,,13 books,Leonard Koren; Gary Panter
E6EHE6TF,3,,3:E6EHE6TF,13 Generations: Do We Remember a Boat?,2006-00-00 2006,,"Asheville, North Carolina",,,,,,,,,[No WorldCat records found 11/10/21],,,Jennifer Brook
DLIGTZ97,3,,3:DLIGTZ97; 2:7D3VIVRR,13 potential poems: the incomplete works,1986-00-00 1986,Oblivion Boys Press,[London?],,,English,,,,,,http://www.worldcat.org/oclc/220500806,,13 potential poems,Leslie Bicknell; Derek Humphries
SS5YIHDB,3,,3:SS5YIHDB; 2:6XMR3WBW,13+ : Zeitgen̈̈össische Küstlerbücher aus Deutschland = Contemporary artistbooks from Germany,2006-00-00 2006,[s.n.],"Leipzig, Germany",,,,29,,,,,,,,Sabine Golde; John Gerard
JT4D7CVG,3,,3:JT4D7CVG; 2:JKG78MGE,13x : Künstlerbücher = Livres d'artistes = Artists' books,2000-00-00 2000,Mainz : F. Despalles,Paris,,,,39 p. : ill. ; 29 cm + 1 booklet (2/7,,,,,,,,Françoise Despalles
XJSFRU53,3,,3:XJSFRU53; 1:UX42PDAV,14 Bilder,1971-00-00 1971,H.-P. Feldmann,Hilden,,,German,,,,,,http://www.worldcat.org/oclc/64771510,OCLC: 64771510,,Hans-Peter Feldmann
9NT5SWC2,3,,3:9NT5SWC2; 2:7UXV9UEM,"144 blocks & stones : exhibition Portland, Ore, Portland Center for the Visual Arts, February 11-March 11, 1973",1973-00-00 1973,The Center for the Visual Arts,"Portland, OR",,,,[36],,,,,http://www.worldcat.org/oclc/835330173,,,Carl Andre
G82QG9IS,3,,3:G82QG9IS; 2:95AX8T8A,149 business cards,2006-00-00 2006,Onestar Press,Paris,,,English,,,,,,http://www.worldcat.org/oclc/71752011,,,John Tremblay
